843,27533.9129
356,8944.1151
733,9447.25035
27,12268.63225
874,8891.1395
1173,6457.8434
102,21344.8467
645,10141.1362
508,3044.2133
870,8457.818000000001
1270,3292.52985
473,20878.78443
154,7077.1894
241,5354.07465
305,19442.3535
888,1682.5970000000002
69,17663.1442
410,1621.3402
359,1607.5101
452,1969.614
612,2207.69745
772,12797.20962
687,5438.7491
1133,9991.03765
568,11552.904
1216,5415.6612
424,8968.33
300,6746.7425
1162,18963.17192
70,16577.7795
1116,9222.4026
1182,2632.992
758,5428.7277
664,27037.9141
113,2404.7338
987,28340.18885
892,10422.91665
125,3385.39915
617,23306.547
611,6571.544
942,2217.46915
600,1633.0444
959,28468.91901
455,21797.0004
1091,11286.5387
1009,9957.7216
936,32108.66282
1295,1964.78
912,14382.70905
1268,1880.487
566,6373.55735
1187,13844.7972
485,4347.02335
625,3736.4647
195,1639.5631
202,13012.20865
759,36307.7983
1088,9748.9106
835,7160.3303
563,9058.7303
689,34806.4677
1146,52590.82939
619,10713.643999999998
235,19444.2658
1272,14478.33015
384,8302.53565
1153,5630.45785
572,4753.6368
486,12475.3513
131,13616.3586
1062,48970.2476
1212,1702.4553
884,4877.98105
1054,3353.4703
8,6406.4107
121,1705.6245
1040,20234.85475
220,5012.471
229,9225.2564
1115,10807.4863
1220,4718.20355
72,11741.726
851,14119.62
775,10560.4917
653,8527.532
801,14313.8463
481,9304.7019
921,13462.52
735,9583.8933
1244,1135.9407
700,2020.5523
618,34439.8559
1289,7147.4728
1066,8978.1851
68,5920.1041
677,46130.5265
589,5976.8311
557,3935.1799
19,36837.467
490,1748.774
925,25333.33284
666,8703.456
729,6781.3542
731,10065.413
894,13555.0049
527,9861.025
1100,16776.30405
711,10107.2206
33,13770.0979
141,3490.5491
790,5662.225
1099,3227.1211
67,6389.37785
755,5031.26955
963,9500.57305
536,5972.3780000000015
387,30284.64294
1043,3161.454
134,2457.21115
1154,11015.1747
1,1725.5523
358,1837.2819
150,5125.2157
639,12949.1554
182,4005.4225
1237,12224.35085
1203,9964.06
1039,22493.65964
539,27346.04207
1262,6770.1925
1073,12096.6512
712,8310.83915
488,48885.13561000001
552,12957.118
370,13415.0381
1200,6198.7518
1108,2904.088
1175,2154.361
1242,4296.2712
920,13451.122
185,43753.33705
602,11070.535
265,46151.1245
1064,5708.866999999998
575,12222.8983
1158,2459.7201
425,9788.8659
534,13831.1152
381,42303.69215
1069,10928.848999999998
779,9869.8102
474,25382.297
1000,17361.7661
709,5469.0066
822,1621.8827
650,9800.8882
546,3268.84665
312,42124.5153
190,12557.6053
1129,1728.8970000000004
7,7281.5056
838,6402.29135
626,6748.5912
86,43578.9394
10,2721.3208
762,19040.876
872,5966.8874
586,3861.20965
136,1261.442
816,2842.76075
1015,12124.9924
416,9140.951
348,5478.0368
173,5246.047
997,13887.9685
978,9704.66805
1211,23563.01618
285,7742.1098
342,13217.0945
402,14692.66935
1301,46718.16325
140,27375.90478
14,39611.7577
992,10118.424
531,14043.4767
844,10072.05505
446,12730.9996
1104,20420.60465
494,17942.106
1166,10982.5013
1120,34166.273
496,4931.647
836,4402.233
520,25656.57526
1219,7537.1639
262,24869.8368
1177,6496.886
877,6653.7886
422,39125.33225
372,7639.41745
54,8059.6791
279,9855.1314
1222,8442.667
491,24513.09126
62,30166.61817
896,19798.05455
36,15612.19335
97,10226.2842
528,8342.90875
415,7345.7266
730,19361.9988
937,8965.79575
320,4894.7533
1308,33900.653
352,3554.203
818,23401.30575
119,6686.4313
302,12265.5069
1013,8765.249
683,9863.4718
203,37133.8982
939,9487.6442
743,3757.8448
826,43813.8661
334,19144.57652
292,42112.2356
169,4827.90495
250,12829.4551
965,4746.344
99,15820.699
1031,44423.803
151,7789.635
1164,7153.5539
951,47462.894
1067,5757.41345
28,2775.19215
192,2137.6536
1030,21677.28345
756,7985.815
1249,37607.5277
811,6360.9936
569,45702.02235
797,4719.52405
100,6186.127
234,6710.1919
1310,6940.90985
726,6664.68595
630,10085.846
1111,41949.2441
392,8964.06055
680,2585.269
1163,2200.83085
594,5709.1644
1056,8277.523000000001
1306,16115.3045
389,4618.0799
517,8413.46305
1028,9850.432
1063,6548.19505
975,16138.76205
215,7371.772
114,11488.31695
167,6128.79745
79,6571.02435
1290,7133.9025
267,14590.63205
315,9722.7695
55,47496.49445
337,13937.6665
580,12913.9924
1035,12094.478
417,18608.262
1185,8603.8234
153,19964.7463
906,4846.92015
582,6356.2707
989,14571.8908
1070,39871.7043
1215,12890.05765
443,28287.89766
87,11073.176
1279,4189.1131
1025,2020.177
1141,7954.517
788,5209.57885
81,7935.29115
60,8606.2174
400,9264.797
345,6184.2994
470,2497.0383
848,2974.126
1281,24535.69855
771,11150.78
1192,13019.16105
1195,18838.70366
1271,3021.80915
500,36197.699
212,3537.703
852,42111.6647
1124,40904.1995
231,14001.2867
368,8116.26885
786,12741.16745
652,8280.6227
962,14474.675
839,12622.1795
1014,5383.536
658,26392.26029
597,5594.8455
1176,23887.6627
340,18955.22017
1130,8582.3023
550,13390.559
343,13981.85035
601,9174.13565
213,5002.7827
706,44400.4064
967,7518.02535
277,2150.469
240,38511.6283
614,1880.07
817,3597.5959999999995
795,18310.742
469,2201.0971
467,12643.3778
1217,4058.1161
1089,10577.087
657,4058.71245
1121,8347.1643
1238,6985.50695
957,12609.88702
477,2534.39375
332,13429.0354
1047,44501.3982
278,12928.7911
1234,8515.7587
1082,5855.9025
51,3579.8287
690,2104.1134
75,11356.6609
46,3393.35635
742,43254.41795
644,18806.14547
960,2730.10785
930,2927.0647
441,37079.372
521,3994.1778
670,4837.5823
259,33750.2918
316,8835.26495
561,10923.9332
263,36219.40545
1275,10959.33
1245,5615.3690000000015
1127,5836.5204
379,27000.98473
1149,5979.731
519,3857.75925
187,5325.651
1051,14394.5579
727,16657.71745
447,11454.0215
1274,17043.3414
157,15518.18025
296,16297.846
501,6837.3687
911,33732.6867
1197,5699.8375
230,7443.64305
1208,20296.86345
12,1826.843
1117,36124.5737
1032,4137.5227
13,11090.7178
252,44260.7499
867,11576.13
426,6555.07035
607,25678.77845
812,11013.7119
1196,33307.5508
1034,12950.0712
56,13607.36875
747,1627.28245
945,11674.13
934,4673.3922
669,6500.2359
583,17626.23951
139,2166.732
697,40273.6455
863,5458.04645
853,11729.6795
1131,3693.428
1078,34672.1472
451,4032.2407
1011,18767.7377
1336,2007.945
691,8068.185
442,1149.3959
1331,10795.93733
1191,13725.47184
222,5253.524
1204,18223.4512
104,5003.853
18,10602.385
708,6113.23105
41,4949.7587
351,8932.084
276,2803.69785
1018,12495.29085
393,9290.1395
1106,8988.15875
272,7265.7025
1171,22478.6
1224,6858.4796
1246,9101.798
606,3558.62025
251,47305.305
902,4661.28635
164,5028.1466
805,7731.85785
692,2362.22905
214,8520.026
1317,1163.4627
701,9541.69555
1239,3238.4357
349,1635.73365
1251,1241.565
832,4719.73655
256,43921.1837
465,19521.9682
1269,8615.3
714,2457.502
623,34617.84065
732,4234.927
1235,2699.56835
858,18218.16139
678,12363.547
744,8827.2099
1019,26018.95052
944,12982.8747
837,11657.7189
462,15230.32405
155,6948.7008
116,11381.3254
1221,6593.5083
52,23568.272
1086,10796.35025
369,3481.868
449,4762.3290000000015
98,22412.6485
886,27218.43725
290,3172.018
193,12044.342
734,14007.222
940,1121.8739
275,9715.841
324,2866.091
554,17878.900680000002
375,18033.9679
819,55135.40209
